454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5]){1|C<3>,1|C<4>,1|N<2>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.9758	0.220	2	91.8374	0.272	6     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5]){1|N<3>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.9997	0.110	2	91.8374	0.272	6     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|C<3>,1|N<3>,2|H<1>}	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5]){1|N<2>,2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.5368	0.198	2	91.8374	0.272	6     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]N)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|C<3>,1|H<1>,1|N<2>,1|N<3>}	C[5](C[6]C[6]N[6])(C[5]C[5]H)(S[5]C[5]){1|C<3>,1|H<1>,1|S<2>,2|N<3>}	C[5](C[5]C[5]N)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.1815	0.000	1	92.1815	0.000	1     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]Ir)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|Ir<6>,1|C<3>,1|H<1>,1|N<3>}	C[5](C[6]C[6]N[6])(C[5]C[5]Ir)(S[5]C[5]){2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|Ir<6>,1|C<3>}	90.5867	0.208	2	90.5867	0.208	2     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]Pd)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|Pd<4>,1|C<3>,1|H<1>,1|N<3>}	C[5](C[6]C[6]N[6])(C[5]C[5]Pd)(S[5]C[5]){2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|Pd<4>,1|C<3>}	90.6762	0.007	2	90.6762	0.007	2     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]C[6])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(C[5]C[5]Pt)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]C[6])(C[5]C[5]H){1|Pt<4>,1|C<3>,1|H<1>,1|N<3>}	C[5](C[6]C[6]N[6])(C[5]C[5]Pt)(S[5]C[5]){2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|Pt<4>,1|C<3>}	90.3851	0.342	13	90.3851	0.342	13     90.8681       0.739      28      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Cd)(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Cd<6>,1|N<3>,2|C<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Cd)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Cd<6>,3|C<3>}	89.9264	0.166	2	89.9264	0.166	2     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Cd)(S[5]C[5])	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Cd<6>,1|C<3>,1|C<4>,1|N<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Cd)(S[5]C[5]){1|C<4>,2|C<3>,2|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|Cd<6>,1|C<3>}	89.4713	0.000	2	89.4713	0.000	2     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Co)(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Co<5>,1|N<3>,2|C<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Co)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Co<5>,3|C<3>}	89.2251	0.121	2	89.2251	0.121	2     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Cu)(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Cu<5>,1|N<3>,2|C<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Cu)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Cu<5>,3|C<3>}	89.6209	0.234	8	89.6279	0.220	9     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Cu)(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Cu<6>,1|N<3>,2|C<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Cu)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Cu<6>,3|C<3>}	89.6835	0.000	1	89.6279	0.220	9     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Fe)(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Fe<6>,1|N<3>,2|C<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Fe)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Fe<6>,3|C<3>}	89.2490	0.212	2	89.2490	0.212	2     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]N[6])(N[5]C[5]Ru)(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|Ru<6>,1|C<3>,1|H<1>,1|N<3>}	C[5](C[6]C[6]N[6])(N[5]C[5]Ru)(S[5]C[5]){2|C<3>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|Ru<6>,1|C<3>}	89.9458	0.351	5	89.9458	0.351	5     89.6420       0.331      22      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5,6]-3:S[5]-2:	C[5,6]-3:S[5]-2:Br-1:	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]Br)	C[5](C[6a]C[5a,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5])	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(Br)	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]Br){2|C<3>,2|O<2>}	C[5](C[6a]C[5a,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5]){1|Br<1>,1|C<4>,1|H<1>,1|N<2>,1|O<2>,2|C<3>}	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(Br){1|C<3>,1|C<4>,1|O<2>}	91.8776	0.058	2	91.8776	0.058	2     91.8776       0.058      2      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5,6]-3:S[5]-2:	C[5,6]-3:S[5]-2:H-1:	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]H)	C[5](C[6a]C[5,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5])	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(H)	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]H){2|C<3>,2|O<2>}	C[5](C[6a]C[5,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5]){1|C<4>,1|N<2>,1|O<2>,2|C<3>,2|H<1>}	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(H){1|C<3>,1|C<4>,1|O<2>}	92.6666	0.000	1	92.6666	0.000	1     92.9782       0.307      5      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5,6]-3:S[5]-2:	C[5,6]-3:S[5]-2:H-1:	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]H)	C[5](C[6a]C[5a,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5])	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(H)	S[5](C[5]C[5,6]C[6a])(C[5]C[5,6]H){2|C<3>,2|O<2>}	C[5](C[6a]C[5a,6a]C[6a])(C[5,6]C[5,6]O[6])(S[5]C[5]){1|C<4>,1|N<2>,1|O<2>,2|C<3>,2|H<1>}	C[5](C[5,6]C[5,6]O[6])(S[5]C[5])(H){1|C<3>,1|C<4>,1|O<2>}	93.0561	0.292	4	93.0561	0.292	4     92.9782       0.307      5      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]Br)	C[5](C[6a]C[6a]2)(C[5]C[5]Br)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(Br)	S[5](C[5]C[6a]C[5])(C[5]C[5]Br){1|Br<1>,1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(C[5]C[5]Br)(S[5]C[5]){1|Br<1>,1|O<2>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(Br){1|Br<1>,1|C<3>}	91.7046	0.000	1	91.7046	0.000	1     91.0337       0.467      7      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]Br)	C[5](C[6a]C[6a]2)(C[5]C[5]C)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(Br)	S[5](C[5]C[6a]C[5])(C[5]C[5]Br){1|C<4>,1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(C[5]C[5]C)(S[5]C[5]){1|Br<1>,1|C<3>,1|N<2>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(Br){1|C<3>,1|C<4>}	91.0914	0.788	2	91.0914	0.788	2     91.0337       0.467      7      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]Br)	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(Br)	S[5](C[5]C[6a]C[5])(C[5]C[5]Br){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|Br<1>,1|H<1>,1|N<2>,2|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(Br){1|C<3>,1|H<1>}	90.8372	0.159	4	90.8372	0.159	4     91.0337       0.467      7      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:Cl-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]Cl)	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(Cl)	S[5](C[5]C[6a]C[5])(C[5]C[5]Cl){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|Cl<1>,1|H<1>,1|N<2>,2|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(Cl){1|C<3>,1|H<1>}	90.7185	0.063	2	90.5864	0.233	3     90.5864       0.233      3      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:Cl-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]Cl)	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(Cl)	S[5](C[5]C[6a]C[5])(C[5]C[5]Cl){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|Cl<1>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(Cl){1|C<3>,1|H<1>}	90.3221	0.000	1	90.5864	0.233	3     90.5864       0.233      3      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5,6a]C[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]C)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<4>,1|H<1>,2|C<3>}	C[5](C[6a]C[5,6a]C[6a])(C[5]C[5]H)(S[5]C[5]){1|C<4>,1|N<2>,2|C<3>,2|H<1>}	C[5](C[5]C[5]C)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.7922	0.376	3	91.7922	0.376	3     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5,6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[5,6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|N<2>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.4718	0.707	2	91.6319	0.572	3     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5,6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[5,6a]N[6a])(C[5]C[5]H)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.9520	0.000	1	91.6319	0.572	3     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5a,6a]C[6,6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){2|C<3>,2|H<1>}	C[5](C[6a]C[5a,6a]C[6,6a])(C[5]C[5]H)(S[5]C[5]){1|C<4>,2|H<1>,3|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.6042	0.000	2	92.6042	0.000	2     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5a,6a]C[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){2|C<3>,2|H<1>}	C[5](C[6a]C[5a,6a]C[6a])(C[5]C[5]H)(S[5]C[5]){1|C<4>,2|H<1>,3|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.5733	0.000	1	92.5733	0.000	1     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5a,6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[5a,6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|N<2>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	91.8133	0.026	2	92.9143	1.907	3     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[5a,6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[5a,6a]N[6a])(C[5]C[5]H)(S[5]C[5]){1|N<3>,2|C<3>,2|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	95.1163	0.000	1	92.9143	1.907	3     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6,6a]C[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){2|C<3>,2|H<1>}	C[5](C[6a]C[6,6a]C[6a])(C[5]C[5]H)(S[5]C[5]){1|O<2>,2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.6581	0.000	1	92.6581	0.000	1     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6,6a]C[6a])(C[5]C[5]Pt)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|Pt<4>,1|H<1>,2|C<3>}	C[5](C[6a]C[6,6a]C[6a])(C[5]C[5]Pt)(S[5]C[5]){1|N<3>,2|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|Pt<4>,1|C<3>}	90.9483	0.261	4	90.9483	0.261	4     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6a,6a]2)(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){2|C<3>,2|H<1>}	C[5](C[6a]C[6a,6a]2)(C[5]C[5]H)(S[5]C[5]){2|H<1>,4|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.2764	0.129	8	92.2764	0.129	8     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6a,6a]C[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){2|C<3>,2|H<1>}	C[5](C[6a]C[6a,6a]C[6a])(C[5]C[5]H)(S[5]C[5]){3|C<3>,3|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	93.2111	0.702	5	93.2111	0.702	5     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6a,6a]N[6a])(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<3>,1|N<2>,2|H<1>}	C[5](C[6a]C[6a,6a]N[6a])(C[5]C[5]H)(S[5]C[5]){2|H<1>,3|C<3>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.2634	0.000	1	92.2634	0.000	1     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(C[5]C[5]C)(S[5]C[5])	C[5](C[5]C[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|C<4>,1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(C[5]C[5]C)(S[5]C[5]){1|C<3>,1|N<2>,4|H<1>}	C[5](C[5]C[5]H)(S[5]C[5])(H){1|C<3>,1|C<4>}	92.5764	0.477	2	92.5764	0.477	2     92.1999       0.857      64      91.3473     0.989     690
454	818	818	3:3:	3:3:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:C[5]-3:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]C[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(C[5]C[5]H)(S[5]C[5])	C[5](C[5]C[5]Br)(S[5]C[5])(H)	S[5](C[5]C[6a]C[5])(C[5]C[5]H){1|Br<1>,1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(C[5]C[5]H)(S[5]C[5]){1|Br<1>,2|C<3>,3|H<1>}	C[5](C[5]C[5]Br)(S[5]C[5])(H){1|C<3>,1|H<1>}	92.7356	0.000	1	92.7356	0.000	1     92.1999       0.857      64      91.3473     0.989     690
