818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]H)(Br){1|Si<4>,1|C<3>}    Br(C[5]C[5]2)   1.8709    0.0000    1     1.8709     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]O)(Br){1|C<4>,1|O<1>}    Br(C[5]C[5]2)   1.8425    0.0069    2     1.8463     0.0061    12
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]O)(Br){1|H<1>,1|O<1>}    Br(C[5]C[5]2)   1.8410    0.0026    4     1.8463     0.0061    12
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]O)(Br){1|O<1>}    Br(C[5]C[5]2)   1.8503    0.0045    2     1.8463     0.0061    12
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]O)(Br){1|Pd<5>,1|O<1>}    Br(C[5]C[5]2)   1.8535    0.0044    2     1.8463     0.0061    12
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]N[5]O)(Br){1|Pd<5>,1|O<2>}    Br(C[5]C[5]2)   1.8497    0.0005    2     1.8463     0.0061    12
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]S[5]Br)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]S[5]Br)(Br){1|H<1>}    Br(C[5]C[5]2)   1.8775    0.0322    2     1.8775     0.0322    2
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(C[5]S[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]Br)(C[5]S[5]H)(Br){1|Br<1>}    Br(C[5]C[5]2)   1.8740    0.0170    2     1.8740     0.0170    2
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]C)(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]C)(C[5]C[5]H)(Br){1|Br<1>,1|C<3>}    Br(C[5]C[5]2)   1.8788    0.0043    5     1.8788     0.0043    5
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]C)(C[5]C[5]P)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]C)(C[5]C[5]P)(Br){1|Br<1>,1|C<3>}    Br(C[5]C[5]2)   1.8878    0.0040    2     1.8851     0.0055    3
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]C)(C[5]C[5]P)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]C)(C[5]C[5]P)(Br){1|C<3>,1|H<1>}    Br(C[5]C[5]2)   1.8797    0.0000    1     1.8851     0.0055    3
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]C)(C[5]S[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]C)(C[5]S[5]C)(Br){1|S<2>}    Br(C[5]C[5]2)   1.8630    0.0000    1     1.8630     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]N[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]N[5]C)(Br){1|C<3>}    Br(C[5]C[5]2)   1.8834    0.0054    6     1.8834     0.0054    6
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]O[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]O[5]O)(Br){1|C<4>,1|H<1>}    Br(C[5]C[5]2)   1.8652    0.0050    7     1.8644     0.0052    8
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]O[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]O[5]O)(Br){2|C<4>}    Br(C[5]C[5]2)   1.8588    0.0000    1     1.8644     0.0052    8
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]S[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]S[5]C)(Br){1|C<3>}    Br(C[5]C[5]2)   1.8895    0.0000    1     1.8919     0.0107    22
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]S[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]S[5]C)(Br){1|C<4>}    Br(C[5]C[5]2)   1.8961    0.0000    1     1.8919     0.0107    22
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]S[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]S[5]C)(Br){1|H<1>}    Br(C[5]C[5]2)   1.8918    0.0112    20     1.8919     0.0107    22
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]H)(C[5]S[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]H)(C[5]S[5]H)(Br){1|C<3>}    Br(C[5]C[5]2)   1.8843    0.0034    11     1.8843     0.0034    11
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]N)(C[5]O[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]N)(C[5]O[5]O)(Br){1|H<1>,1|O<2>}    Br(C[5]C[5]2)   1.8697    0.0134    5     1.8697     0.0134    5
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]P)(C[5]S[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]P)(C[5]S[5]H)(Br){1|H<1>}    Br(C[5]C[5]2)   1.9008    0.0000    1     1.9008     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br){1|Br<1>,1|C<3>,1|S<2>}    Br(C[5]C[5]2)   1.8823    0.0000    1     1.8816     0.0030    4
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br){1|C<3>,1|H<1>,1|S<2>}    Br(C[5]C[5]2)   1.8850    0.0000    1     1.8816     0.0030    4
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5]S[5])(C[5]C[5]H)(Br){1|Si<4>,1|C<3>,1|S<2>}    Br(C[5]C[5]2)   1.8795    0.0026    2     1.8816     0.0030    4
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5a]C[5])(C[5]N[5]O)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5a]C[5])(C[5]N[5]O)(Br){1|H<1>,1|O<1>,2|C<3>}    Br(C[5]C[5]2)   1.8613    0.0000    1     1.8613     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5a]N[5])(C[5]C[5]C)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[5a]N[5])(C[5]C[5]C)(Br){1|N<3>,2|C<3>}    Br(C[5]C[5]2)   1.8754    0.0000    1     1.8754     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[6]S[5])(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[6]S[5])(C[5]C[5]H)(Br){1|C<3>,1|C<4>,1|H<1>}    Br(C[5]C[5]2)   1.8788    0.0072    3     1.8788     0.0072    3
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[6a]C[5])(C[5]C[6a]N[5])(Br)    Br(C[5]C[5]2)     C[5](C[5]C[6a]C[5])(C[5]C[6a]N[5])(Br){1|N<2>,4|C<3>}    Br(C[5]C[5]2)   1.8780    0.0056    3     1.8780     0.0056    3
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[6a]S[5])(C[5]C[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]C[6a]S[5])(C[5]C[5]H)(Br){1|Br<1>,2|C<3>}    Br(C[5]C[5]2)   1.8861    0.0000    1     1.8861     0.0000    1
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]Br)2(Br){1|Cu<4>,1|B<4>}    Br(C[5]C[5]2)   1.8575    0.0075    6     1.8588     0.0092    11
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]Br)2(Br){1|Mo<8>,1|B<4>}    Br(C[5]C[5]2)   1.8430    0.0000    1     1.8588     0.0092    11
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]Br)2(Br){1|Mo<8>,1|B<5>}    Br(C[5]C[5]2)   1.8711    0.0001    2     1.8588     0.0092    11
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]Br)2(Br){1|Pd<5>,1|B<4>}    Br(C[5]C[5]2)   1.8582    0.0023    2     1.8588     0.0092    11
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)(C[5]N[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)(C[5]N[5]H)(Br){1|Fe<4>,1|B<4>}    Br(C[5]C[5]2)   1.8853    0.0027    2     1.8695     0.0175    5
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)(C[5]N[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)(C[5]N[5]H)(Br){1|Mn<3>,1|B<4>}    Br(C[5]C[5]2)   1.8509    0.0000    1     1.8695     0.0175    5
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)(C[5]N[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)(C[5]N[5]H)(Br){1|Mn<4>,1|B<4>}    Br(C[5]C[5]2)   1.8630    0.0171    2     1.8695     0.0175    5
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)2(Br){1|Cu<5>,1|H<1>}    Br(C[5]C[5]2)   1.8736    0.0114    4     1.8737     0.0079    9
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)2(Br){1|Pd<4>,1|C<3>}    Br(C[5]C[5]2)   1.8794    0.0000    1     1.8737     0.0079    9
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)2(Br){2|Ag<4>}    Br(C[5]C[5]2)   1.8716    0.0055    3     1.8737     0.0079    9
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]C)2(Br){2|Cu<5>}    Br(C[5]C[5]2)   1.8751    0.0000    1     1.8737     0.0079    9
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]H)2(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5]H)2(Br){1|Pd<4>,1|C<4>}    Br(C[5]C[5]2)   1.8624    0.0050    4     1.8624     0.0050    4
818    981     3:3:1:    3:    C[5]-3:C[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5a]C[5])(C[5]S[5]H)(Br)    Br(C[5]C[5]2)     C[5](C[5]N[5a]C[5])(C[5]S[5]H)(Br){1|H<1>,2|C<3>}    Br(C[5]C[5]2)   1.8781    0.0000    1     1.8781     0.0000    1
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(N[5]N[5]B)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]C[5]Br)(N[5]N[5]B)(Br){1|Br<1>,1|Cu<4>}    Br(C[5]C[5]N[5])   1.8532    0.0052    6     1.8561     0.0088    11
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(N[5]N[5]B)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]C[5]Br)(N[5]N[5]B)(Br){1|Br<1>,1|Mo<8>}    Br(C[5]C[5]N[5])   1.8646    0.0077    3     1.8561     0.0088    11
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]C[5]Br)(N[5]N[5]B)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]C[5]Br)(N[5]N[5]B)(Br){1|Br<1>,1|Pd<5>}    Br(C[5]C[5]N[5])   1.8518    0.0145    2     1.8561     0.0088    11
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)(N[5]C[5]C)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]N[5]Br)(N[5]C[5]C)(Br){1|Br<1>,1|C<4>}    Br(C[5]C[5]N[5])   1.8486    0.0076    8     1.8494     0.0075    9
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)(N[5]C[5]C)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]N[5]Br)(N[5]C[5]C)(Br){1|C<4>,1|H<1>}    Br(C[5]C[5]N[5])   1.8556    0.0000    1     1.8494     0.0075    9
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]Br)(N[5]C[5]H)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]N[5]Br)(N[5]C[5]H)(Br){2|C<4>}    Br(C[5]C[5]N[5])   1.8611    0.0000    1     1.8611     0.0000    1
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]N[5]C)(N[5]C[5]H)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]N[5]C)(N[5]C[5]H)(Br){1|Ni<6>,1|H<1>}    Br(C[5]C[5]N[5])   1.8586    0.0000    1     1.8586     0.0000    1
818    981     3:3:1:    3:    C[5]-3:N[5]-3:Br-1:     C[5]-3:     N    C[5](C[5]S[5]H)(N[5]C[5]C)(Br)    Br(C[5]C[5]N[5])     C[5](C[5]S[5]H)(N[5]C[5]C)(Br){1|H<1>}    Br(C[5]C[5]N[5])   1.8719    0.0000    2     1.8719     0.0000    2
818    981     3:3:1:    3:    C[5a,6]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6]N[5a,6]C[6])(C[5a]C[5a]Br)(Br)    Br(C[5a]C[5a,6]C[5a])     C[5a](C[5a,6]N[5a,6]C[6])(C[5a]C[5a]Br)(Br){1|B<4>,1|S<2>,2|C<3>}    Br(C[5a]C[5a,6]C[5a])   1.8466    0.0071    2     1.8531     0.0070    6
818    981     3:3:1:    3:    C[5a,6]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6]N[5a,6]C[6])(C[5a]C[5a]Br)(Br)    Br(C[5a]C[5a,6]C[5a])     C[5a](C[5a,6]N[5a,6]C[6])(C[5a]C[5a]Br)(Br){1|Br<1>,1|B<4>,2|C<3>}    Br(C[5a]C[5a,6]C[5a])   1.8564    0.0048    4     1.8531     0.0070    6
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a,6]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a,6]N[5a,6]C[6])(Br)    Br(C[5a]C[5a,6a]C[5a,6])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a,6]N[5a,6]C[6])(Br){1|H<1>,1|O<1>,2|C<3>,2|C<4>}    Br(C[5a]C[5a,6a]C[5a,6])   1.8729    0.0000    1     1.8729     0.0000    1
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)(Br){1|H<1>,1|S<4>,2|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8682    0.0086    9     1.8682     0.0086    9
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br){1|C<4>,1|H<1>,2|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8772    0.0000    1     1.8726     0.0041    3
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br){1|C<4>,1|N<2>,2|N<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8693    0.0000    1     1.8726     0.0041    3
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]H)(Br){2|C<3>,2|H<1>}    Br(C[5a]C[5a,6a]C[5a])   1.8714    0.0000    1     1.8726     0.0041    3
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(Br){1|C<4>,1|H<1>,2|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8726    0.0112    2     1.8702     0.0090    3
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]N)(Br){1|H<1>,3|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8652    0.0000    1     1.8702     0.0090    3
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]N[6a])(C[5a]N[5a]H)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]C[5a,6a]N[6a])(C[5a]N[5a]H)(Br){1|C<4>,2|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8711    0.0021    2     1.8711     0.0021    2
818    981     3:3:1:    3:    C[5a,6a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]N[5a,6a]C[6a])(C[5a]C[5a]H)(Br)    Br(C[5a]C[5a,6a]C[5a])     C[5a](C[5a,6a]N[5a,6a]C[6a])(C[5a]C[5a]H)(Br){1|H<1>,3|C<3>}    Br(C[5a]C[5a,6a]C[5a])   1.8712    0.0000    1     1.8712     0.0000    1
818    981     3:3:1:    3:    C[5a,6a]-3:N[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a,6a]C[5a,6a]N[6a])(N[5a]N[5a]C[6])(Br)    Br(C[5a]C[5a,6a]N[5a])     C[5a](C[5a,6a]C[5a,6a]N[6a])(N[5a]N[5a]C[6])(Br){1|C<4>,1|H<1>,1|O<2>,2|C<3>}    Br(C[5a]C[5a,6a]N[5a])   1.8502    0.0000    1     1.8502     0.0000    1
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a,6]Br)(C[5a]N[5a,6]Br)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a,6]Br)(C[5a]N[5a,6]Br)(Br){1|B<4>,1|C<3>}    Br(C[5a]C[5a]2)   1.8527    0.0034    4     1.8527     0.0034    4
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a,6]Br)(C[5a]N[5a,6]S)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a,6]Br)(C[5a]N[5a,6]S)(Br){1|B<4>,1|C<3>}    Br(C[5a]C[5a]2)   1.8618    0.0142    2     1.8618     0.0142    2
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a,6]C)(C[5a]N[5a,6]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a,6]C)(C[5a]N[5a,6]C)(Br){1|B<4>,1|C<3>}    Br(C[5a]C[5a]2)   1.8842    0.0000    2     1.8842     0.0000    2
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a,6]H)(C[5a]N[5a,6]H)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a,6]H)(C[5a]N[5a,6]H)(Br){1|B<4>,1|C<3>}    Br(C[5a]C[5a]2)   1.8763    0.0081    3     1.8763     0.0081    3
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a,6]S)(C[5a]N[5a,6]S)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a,6]S)(C[5a]N[5a,6]S)(Br){1|B<4>,1|C<3>}    Br(C[5a]C[5a]2)   1.8611    0.0054    2     1.8611     0.0054    2
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]2)(C[5a]O[5a]H)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]2)(C[5a]O[5a]H)(Br){1|H<1>,2|C<3>}    Br(C[5a]C[5a]2)   1.8699    0.0028    3     1.8699     0.0028    3
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]Br)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]Br)(Br){1|C<3>,1|H<1>}    Br(C[5a]C[5a]2)   1.8590    0.0069    5     1.8624     0.0083    9
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]Br)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]Br)(Br){1|C<4>,1|H<1>}    Br(C[5a]C[5a]2)   1.8666    0.0088    4     1.8624     0.0083    9
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|Br<1>,1|H<1>}    Br(C[5a]C[5a]2)   1.8688    0.0040    9     1.8655     0.0082    36
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|C<3>,1|H<1>}    Br(C[5a]C[5a]2)   1.8557    0.0147    3     1.8655     0.0082    36
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|C<4>,1|S<4>}    Br(C[5a]C[5a]2)   1.8667    0.0075    2     1.8655     0.0082    36
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|Fe<5>,1|C<3>}    Br(C[5a]C[5a]2)   1.8637    0.0030    4     1.8655     0.0082    36
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|Fe<6>,1|C<3>}    Br(C[5a]C[5a]2)   1.8641    0.0035    2     1.8655     0.0082    36
818    981     3:3:1:    3:    C[5a]-3:C[5a]-3:Br-1:     C[5a]-3:     N    C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br)    Br(C[5a]C[5a]2)     C[5a](C[5a]C[5a]Br)(C[5a]N[5a]C)(Br){1|Mn<5>,1|C<3>}    Br(C[5a]C[5a]2)   1.8674    0.0122    6     1.8655     0.0082    36
